Year,Day ,Hours,Minutes,location-long,location-lat,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name,Timestamp
2018,12/7,12,0,0.387161,36.906097,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-342-12
2018,12/7,16,0,0.387100,36.905914,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-342-16
2018,12/7,20,0,0.386811,36.905330,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-342-20
2018,12/7,23,0,0.386776,36.905284,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-342-23
2018,12/8,0,0,0.386785,36.905292,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-343-0
2018,12/8,4,0,0.386756,36.905311,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-343-4
2018,12/8,8,0,0.386768,36.905323,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-343-8
2018,12/8,12,0,0.386498,36.903625,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-343-12
2018,12/8,16,0,0.383731,36.899837,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-343-16
2018,12/8,20,0,0.383758,36.899780,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-343-20
2018,12/8,23,0,0.383728,36.899837,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-343-23
2018,12/9,0,0,0.383791,36.899856,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-344-0
2018,12/9,4,0,0.383713,36.899810,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-344-4
2018,12/9,8,0,0.383725,36.899841,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-344-8
2018,12/9,12,0,0.383330,36.899410,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-344-12
2018,12/9,16,0,0.381231,36.898124,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-344-16
2018,12/9,20,0,0.381195,36.898124,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-344-20
2018,12/9,23,0,0.381173,36.898132,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-344-23
2018,12/10,0,0,0.381156,36.898105,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-345-0
2018,12/10,4,0,0.381175,36.898132,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-345-4
2018,12/10,8,0,0.381156,36.898178,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-345-8
2018,12/10,12,0,0.381283,36.898010,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-345-12
2018,12/10,16,0,0.381768,36.896713,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-345-16
2018,12/10,20,0,0.381744,36.896728,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-345-20
2018,12/10,23,0,0.381731,36.896728,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-345-23
2018,12/11,0,0,0.381771,36.896694,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-346-0
2018,12/11,4,0,0.381761,36.896720,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-346-4
2018,12/11,8,0,0.381713,36.896663,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-346-8
2018,12/11,12,0,0.381778,36.896614,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-346-12
2018,12/11,16,0,0.381681,36.896732,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-346-16
2018,12/11,20,0,0.381733,36.896713,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-346-20
2018,12/11,23,0,0.381718,36.896732,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-346-23
2018,12/12,0,0,0.381761,36.896728,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-347-0
2018,12/12,4,0,0.381770,36.896732,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-347-4
2018,12/12,8,0,0.381766,36.896739,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-347-8
2018,12/12,12,0,0.381531,36.896766,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-347-12
2018,12/12,16,0,0.381629,36.896274,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-347-16
2018,12/12,20,0,0.381635,36.896263,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-347-20
2018,12/12,23,0,0.381616,36.896270,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-347-23
2018,12/13,0,0,0.381640,36.896274,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-348-0
2018,12/13,4,0,0.381673,36.896263,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-348-4
2018,12/13,8,0,0.381561,36.896308,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-348-8
2018,12/13,12,0,0.381566,36.895881,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-348-12
2018,12/13,16,0,0.381975,36.894538,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-348-16
2018,12/13,20,0,0.381961,36.894470,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-348-20
2018,12/13,23,0,0.381953,36.894489,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-348-23
2018,12/14,0,0,0.381970,36.894470,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-349-0
2018,12/14,4,0,0.381995,36.894489,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-349-4
2018,12/14,8,0,0.381935,36.894462,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-349-8
2018,12/14,12,0,0.381980,36.894462,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-349-12
2018,12/14,16,0,0.382001,36.894481,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-349-16
2018,12/14,20,0,0.382030,36.894470,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-349-20
2018,12/14,23,0,0.381971,36.894462,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-349-23
2018,12/15,0,0,0.382003,36.894481,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-350-0
2018,12/15,4,0,0.381996,36.894508,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-350-4
2018,12/15,8,0,0.382015,36.894596,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-350-8
2018,12/15,12,0,0.382005,36.894439,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-350-12
2018,12/15,16,0,0.382006,36.894458,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-350-16
2018,12/15,20,0,0.382003,36.894470,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-350-20
2018,12/15,23,0,0.381993,36.894481,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-350-23
2018,12/16,0,0,0.382005,36.894500,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-351-0
2018,12/16,4,0,0.381990,36.894462,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-351-4
2018,12/16,8,0,0.381958,36.894546,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-351-8
2018,12/16,12,0,0.381973,36.894451,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-351-12
2018,12/16,16,0,0.381998,36.894508,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-351-16
2018,12/16,20,0,0.381986,36.894470,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-351-20
2018,12/16,23,0,0.382000,36.894496,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-351-23
2018,12/17,0,0,0.382005,36.894500,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-352-0
2018,12/17,4,0,0.381996,36.894527,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-352-4
2018,12/17,8,0,0.381995,36.894508,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-352-8
2018,12/17,12,0,0.381998,36.894516,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-352-12
2018,12/17,16,0,0.382006,36.894348,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-352-16
2018,12/17,20,0,0.381986,36.894462,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-352-20
2018,12/17,23,0,0.382013,36.894462,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-352-23
2018,12/18,0,0,0.381996,36.894500,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-353-0
2018,12/18,4,0,0.382003,36.894496,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-353-4
2018,12/18,8,0,0.381983,36.894496,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-353-8
2018,12/18,12,0,0.381973,36.894439,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-353-12
2018,12/18,16,0,0.381993,36.894500,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-353-16
2018,12/18,20,0,0.381988,36.894470,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-353-20
2018,12/18,23,0,0.381985,36.894496,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-353-23
2018,12/19,0,0,0.382008,36.894519,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-354-0
2018,12/19,4,0,0.382006,36.894538,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-354-4
2018,12/19,8,0,0.381970,36.894516,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-354-8
2018,12/19,12,0,0.381918,36.894500,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-354-12
2018,12/19,16,0,0.381401,36.894840,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-354-16
2018,12/19,20,0,0.381378,36.894763,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-354-20
2018,12/19,23,0,0.381410,36.894805,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-354-23
2018,12/20,0,0,0.381396,36.894840,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-355-0
2018,12/20,4,0,0.381414,36.894744,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-355-4
2018,12/20,8,0,0.381375,36.894863,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-355-8
2018,12/20,12,0,0.381410,36.894767,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-355-12
2018,12/20,16,0,0.381396,36.894844,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-355-16
2018,12/20,20,0,0.381360,36.894767,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-355-20
2018,12/20,23,0,0.381401,36.894813,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-355-23
2018,12/21,0,0,0.381420,36.894859,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-356-0
2018,12/21,4,0,0.381420,36.894832,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-356-4
2018,12/21,8,0,0.381345,36.894825,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-356-8
2018,12/21,12,0,0.381351,36.894763,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-356-12
2018,12/21,16,0,0.381426,36.894783,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-356-16
2018,12/21,20,0,0.381394,36.894832,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-356-20
2018,12/21,23,0,0.381394,36.894802,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-356-23
2018,12/22,0,0,0.381391,36.894783,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-357-0
2018,12/22,4,0,0.381401,36.894802,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-357-4
2018,12/22,8,0,0.381384,36.894870,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-357-8
2018,12/22,12,0,0.381368,36.894729,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-357-12
2018,12/22,16,0,0.381430,36.894794,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-357-16
2018,12/22,20,0,0.381371,36.894786,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-357-20
2018,12/22,23,0,0.381400,36.894783,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-357-23
2018,12/23,0,0,0.381375,36.894832,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-358-0
2018,12/23,4,0,0.381451,36.894916,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-358-4
2018,12/23,8,0,0.381364,36.894825,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-358-8
2018,12/23,12,0,0.381020,36.894966,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-358-12
2018,12/23,16,0,0.381018,36.895061,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-358-16
2018,12/23,20,0,0.381053,36.895011,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-358-20
2018,12/23,23,0,0.381030,36.894973,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-358-23
2018,12/24,0,0,0.381026,36.895004,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-359-0
2018,12/24,4,0,0.381026,36.894992,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-359-4
2018,12/24,8,0,0.381028,36.895050,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-359-8
2018,12/24,12,0,0.379408,36.895957,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-359-12
2018,12/24,16,0,0.379011,36.896080,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-359-16
2018,12/24,20,0,0.379090,36.896099,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-359-20
2018,12/24,23,0,0.379039,36.896091,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-359-23
2018,12/25,0,0,0.379050,36.896091,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-360-0
2018,12/25,4,0,0.378998,36.896137,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-360-4
2018,12/25,8,0,0.379023,36.896091,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-360-8
2018,12/25,12,0,0.379013,36.896045,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-360-12
2018,12/25,16,0,0.378526,36.895893,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-360-16
2018,12/25,20,0,0.378536,36.895908,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-360-20
2018,12/25,23,0,0.378503,36.895931,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-360-23
2018,12/26,0,0,0.378526,36.895927,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-361-0
2018,12/26,4,0,0.378450,36.895931,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-361-4
2018,12/26,8,0,0.378541,36.895938,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-361-8
2018,12/26,12,0,0.377596,36.896308,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-361-12
2018,12/26,16,0,0.375523,36.898399,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-361-16
2018,12/26,20,0,0.375523,36.898353,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-361-20
2018,12/26,23,0,0.375565,36.898380,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-361-23
2018,12/27,0,0,0.375531,36.898391,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-362-0
2018,12/27,4,0,0.375478,36.898407,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-362-4
2018,12/27,8,0,0.375536,36.898426,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-362-8
2018,12/27,12,0,0.375528,36.898426,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-362-12
2018,12/27,16,0,0.375521,36.898426,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-362-16
2018,12/27,20,0,0.375495,36.898349,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-362-20
2018,12/27,23,0,0.375549,36.898399,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-362-23
2018,12/28,0,0,0.375563,36.898368,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-363-0
2018,12/28,8,0,0.375538,36.898380,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-363-8
2018,12/28,12,0,0.375571,36.898361,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-363-12
2018,12/28,16,0,0.376610,36.898895,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-363-16
2018,12/28,20,0,0.376605,36.898849,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-363-20
2018,12/28,23,0,0.376628,36.898895,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-363-23
2018,12/29,0,0,0.376593,36.898887,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-364-0
2018,12/29,4,0,0.376610,36.898868,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-364-4
2018,12/29,8,0,0.376610,36.898925,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-364-8
2018,12/29,12,0,0.376623,36.898857,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-364-12
2018,12/29,16,0,0.376678,36.899036,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-364-16
2018,12/29,20,0,0.376540,36.898963,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-364-20
2018,12/29,23,0,0.376583,36.899059,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-364-23
2018,12/30,0,0,0.376561,36.899036,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-365-0
2018,12/30,4,0,0.376561,36.899036,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-365-4
2018,12/30,8,0,0.376540,36.899036,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-365-8
2018,12/30,12,0,0.376600,36.899028,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-365-12
2018,12/30,16,0,0.376553,36.899154,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-365-16
2018,12/30,20,0,0.376555,36.899047,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-365-20
2018,12/30,23,0,0.376575,36.899074,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-365-23
2019,1/1,0,0,0.376555,36.899074,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-1-0
2019,1/1,4,0,0.376576,36.899078,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-1-4
2019,1/1,8,0,0.376536,36.899078,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-1-8
2019,1/1,12,0,0.377451,36.898284,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-1-12
2019,1/1,16,0,0.377390,36.898311,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-1-16
2019,1/1,20,0,0.377431,36.898208,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-1-20
2019,1/1,23,0,0.377460,36.898265,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-1-23
2019,1/2,0,0,0.377460,36.898246,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-2-0
2019,1/2,4,0,0.377443,36.898258,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-2-4
2019,1/2,8,0,0.377451,36.898296,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-2-8
2019,1/2,12,0,0.377426,36.898201,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-2-12
2019,1/2,16,0,0.377401,36.898277,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-2-16
2019,1/2,20,0,0.377436,36.898227,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-2-20
2019,1/2,23,0,0.377435,36.898277,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-2-23
2019,1/3,0,0,0.377443,36.898239,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-3-0
2019,1/3,4,0,0.377445,36.898273,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-3-4
2019,1/3,8,0,0.377450,36.898304,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-3-8
2019,1/3,12,0,0.377451,36.898246,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-3-12
2019,1/3,16,0,0.377421,36.898265,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-3-16
2019,1/3,20,0,0.377450,36.898208,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-3-20
2019,1/3,23,0,0.377436,36.898277,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-3-23
2019,1/4,0,0,0.377451,36.898235,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-4-0
2019,1/4,4,0,0.377443,36.898273,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-4-4
2019,1/4,8,0,0.377440,36.898296,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-4-8
2019,1/4,12,0,0.377455,36.898235,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-4-12
2019,1/4,16,0,0.377403,36.898010,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-4-16
2019,1/4,20,0,0.377524,36.897953,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-4-20
2019,1/4,23,0,0.377541,36.897972,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-4-23
2019,1/5,0,0,0.377575,36.897998,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-5-0
2019,1/5,4,0,0.377523,36.897972,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-5-4
2019,1/5,8,0,0.377496,36.897933,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-5-8
2019,1/5,12,0,0.378258,36.898067,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-5-12
2019,1/5,16,0,0.378271,36.898082,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-5-16
2019,1/5,20,0,0.378293,36.898029,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-5-20
2019,1/5,23,0,0.378291,36.898067,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-5-23
2019,1/6,0,0,0.378306,36.898082,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-6-0
2019,1/6,4,0,0.378286,36.898082,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-6-4
2019,1/6,8,0,0.378290,36.898082,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-6-8
2019,1/6,12,0,0.378315,36.898082,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-6-12
2019,1/6,16,0,0.378263,36.898056,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-6-16
2019,1/6,20,0,0.378278,36.898010,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-6-20
2019,1/6,23,0,0.378300,36.898086,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-6-23
2019,1/7,0,0,0.378320,36.898101,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-7-0
2019,1/7,4,0,0.378285,36.898048,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-7-4
2019,1/7,8,0,0.378290,36.898101,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-7-8
2019,1/7,12,0,0.378323,36.898124,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-7-12
2019,1/7,16,0,0.378286,36.898067,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-7-16
2019,1/7,20,0,0.378286,36.897998,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-7-20
2019,1/7,23,0,0.378306,36.898036,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-7-23
2019,1/8,0,0,0.378315,36.898082,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-8-0
2019,1/8,4,0,0.378278,36.898048,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-8-4
2019,1/8,8,0,0.378300,36.898094,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-8-8
2019,1/8,12,0,0.378345,36.898105,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-8-12
2019,1/8,16,0,0.378201,36.897979,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-8-16
2019,1/8,20,0,0.378281,36.897979,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-8-20
2019,1/8,23,0,0.378300,36.898082,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-8-23
2019,1/9,0,0,0.378315,36.898082,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-9-0
2019,1/9,4,0,0.378288,36.898063,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-9-4
2019,1/9,8,0,0.378295,36.898094,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-9-8
2019,1/9,12,0,0.378370,36.898067,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-9-12
2019,1/9,16,0,0.378281,36.898075,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-9-16
2019,1/9,20,0,0.378288,36.898029,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-9-20
2019,1/9,23,0,0.378321,36.898067,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-9-23
2019,1/10,0,0,0.378293,36.898086,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-10-0
2019,1/10,4,0,0.378298,36.898048,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-10-4
2019,1/10,8,0,0.378283,36.898075,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-10-8
2019,1/10,12,0,0.378311,36.898067,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-10-12
2019,1/10,16,0,0.378280,36.898101,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-10-16
2019,1/10,20,0,0.378296,36.898036,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-10-20
2019,1/10,23,0,0.378310,36.898075,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-10-23
2019,1/11,0,0,0.378308,36.898082,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-11-0
2019,1/11,4,0,0.378290,36.898056,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-11-4
2019,1/11,8,0,0.378335,36.898048,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-11-8
2019,1/11,12,0,0.378346,36.898010,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-11-12
2019,1/11,16,0,0.378283,36.898082,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-11-16
2019,1/11,20,0,0.378286,36.898036,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2019-11-20
