Year,Day ,Hours,location-long,location-lat,location-lat,individual-taxon-canonical-name,individual-local-identifier
2018,15-Jul,16,0.42704,36.840084,Stigmochelys pardalis,4173,Ollie
2018,15-Jul,20,0.427044,36.840061,Stigmochelys pardalis,4173,Ollie
2018,15-Jul,23,0.427033,36.840065,Stigmochelys pardalis,4173,Ollie
2018,16-Jul,0,0.386376,36.912902,Stigmochelys pardalis,41711,Charlie
2018,16-Jul,4,0.386398,36.912895,Stigmochelys pardalis,41711,Charlie
2018,16-Jul,8,0.386466,36.912876,Stigmochelys pardalis,41711,Charlie
2018,16-Jul,12,0.386336,36.912818,Stigmochelys pardalis,41711,Charlie
2018,16-Jul,16,0.386391,36.912857,Stigmochelys pardalis,41711,Charlie
2018,16-Jul,20,0.386338,36.912914,Stigmochelys pardalis,41711,Charlie
2018,16-Jul,23,0.386374,36.912895,Stigmochelys pardalis,41711,Charlie
2018,16-Jul,0,0.278176,36.889434,Stigmochelys pardalis,4170,Io
2018,16-Jul,4,0.278145,36.889404,Stigmochelys pardalis,4170,Io
2018,16-Jul,8,0.278208,36.889415,Stigmochelys pardalis,4170,Io
2018,16-Jul,12,0.278111,36.889442,Stigmochelys pardalis,4170,Io
2018,16-Jul,16,0.27815,36.889408,Stigmochelys pardalis,4170,Io
2018,16-Jul,20,0.278153,36.889446,Stigmochelys pardalis,4170,Io
2018,16-Jul,23,0.278176,36.889415,Stigmochelys pardalis,4170,Io
2018,16-Jul,0,0.427001,36.840007,Stigmochelys pardalis,4173,Ollie
2018,16-Jul,4,0.427023,36.840045,Stigmochelys pardalis,4173,Ollie
2018,16-Jul,8,0.427083,36.840099,Stigmochelys pardalis,4173,Ollie
2018,16-Jul,12,0.427008,36.840061,Stigmochelys pardalis,4173,Ollie
2018,16-Jul,16,0.42702,36.84008,Stigmochelys pardalis,4173,Ollie
2018,16-Jul,20,0.427026,36.840053,Stigmochelys pardalis,4173,Ollie
2018,16-Jul,23,0.42703,36.840072,Stigmochelys pardalis,4173,Ollie
2018,17-Jul,0,0.386374,36.912906,Stigmochelys pardalis,41711,Charlie
2018,17-Jul,4,0.386376,36.912902,Stigmochelys pardalis,41711,Charlie
2018,17-Jul,8,0.386401,36.912868,Stigmochelys pardalis,41711,Charlie
2018,17-Jul,12,0.386333,36.912902,Stigmochelys pardalis,41711,Charlie
2018,17-Jul,16,0.38637,36.912895,Stigmochelys pardalis,41711,Charlie
2018,17-Jul,20,0.386433,36.912868,Stigmochelys pardalis,41711,Charlie
2018,17-Jul,23,0.386388,36.912868,Stigmochelys pardalis,41711,Charlie
2018,17-Jul,0,0.278178,36.889423,Stigmochelys pardalis,4170,Io
2018,17-Jul,4,0.278146,36.889415,Stigmochelys pardalis,4170,Io
2018,17-Jul,8,0.278188,36.889408,Stigmochelys pardalis,4170,Io
2018,17-Jul,12,0.278125,36.889446,Stigmochelys pardalis,4170,Io
2018,17-Jul,16,0.280958,36.891735,Stigmochelys pardalis,4170,Io
2018,17-Jul,20,0.280868,36.891563,Stigmochelys pardalis,4170,Io
2018,17-Jul,23,0.280851,36.891578,Stigmochelys pardalis,4170,Io
2018,17-Jul,0,0.427038,36.840084,Stigmochelys pardalis,4173,Ollie
2018,17-Jul,4,0.427041,36.840065,Stigmochelys pardalis,4173,Ollie
2018,17-Jul,8,0.427038,36.840065,Stigmochelys pardalis,4173,Ollie
2018,17-Jul,12,0.427025,36.840072,Stigmochelys pardalis,4173,Ollie
2018,17-Jul,16,0.42703,36.840061,Stigmochelys pardalis,4173,Ollie
2018,17-Jul,20,0.427011,36.840065,Stigmochelys pardalis,4173,Ollie
2018,17-Jul,23,0.427025,36.840065,Stigmochelys pardalis,4173,Ollie
2018,18-Jul,0,0.386381,36.912906,Stigmochelys pardalis,41711,Charlie
2018,18-Jul,4,0.386376,36.912876,Stigmochelys pardalis,41711,Charlie
2018,18-Jul,8,0.386301,36.912838,Stigmochelys pardalis,41711,Charlie
2018,18-Jul,12,0.386303,36.912868,Stigmochelys pardalis,41711,Charlie
2018,18-Jul,16,0.386328,36.912845,Stigmochelys pardalis,41711,Charlie
2018,18-Jul,20,0.386318,36.912895,Stigmochelys pardalis,41711,Charlie
2018,18-Jul,23,0.386348,36.912845,Stigmochelys pardalis,41711,Charlie
2018,18-Jul,0,0.280853,36.891578,Stigmochelys pardalis,4170,Io
2018,18-Jul,4,0.280839,36.891635,Stigmochelys pardalis,4170,Io
2018,18-Jul,8,0.280856,36.891563,Stigmochelys pardalis,4170,Io
2018,18-Jul,12,0.281446,36.890815,Stigmochelys pardalis,4170,Io
2018,18-Jul,16,0.282448,36.891105,Stigmochelys pardalis,4170,Io
2018,18-Jul,20,0.282458,36.891178,Stigmochelys pardalis,4170,Io
2018,18-Jul,23,0.28244,36.891132,Stigmochelys pardalis,4170,Io
2018,18-Jul,0,0.427043,36.840091,Stigmochelys pardalis,4173,Ollie
2018,18-Jul,4,0.42701,36.84008,Stigmochelys pardalis,4173,Ollie
2018,18-Jul,8,0.427043,36.840061,Stigmochelys pardalis,4173,Ollie
2018,18-Jul,12,0.427033,36.840179,Stigmochelys pardalis,4173,Ollie
2018,18-Jul,16,0.427968,36.840522,Stigmochelys pardalis,4173,Ollie
2018,18-Jul,20,0.427978,36.84053,Stigmochelys pardalis,4173,Ollie
2018,18-Jul,23,0.427983,36.840503,Stigmochelys pardalis,4173,Ollie
2018,19-Jul,0,0.386351,36.912857,Stigmochelys pardalis,41711,Charlie
2018,19-Jul,4,0.38634,36.912883,Stigmochelys pardalis,41711,Charlie
2018,19-Jul,8,0.386331,36.912838,Stigmochelys pardalis,41711,Charlie
2018,19-Jul,12,0.386293,36.912902,Stigmochelys pardalis,41711,Charlie
2018,19-Jul,16,0.387865,36.913169,Stigmochelys pardalis,41711,Charlie
2018,19-Jul,20,0.387881,36.913192,Stigmochelys pardalis,41711,Charlie
2018,19-Jul,23,0.387889,36.913188,Stigmochelys pardalis,41711,Charlie
2018,19-Jul,0,0.282468,36.89117,Stigmochelys pardalis,4170,Io
2018,19-Jul,4,0.282436,36.891159,Stigmochelys pardalis,4170,Io
2018,19-Jul,8,0.282425,36.891101,Stigmochelys pardalis,4170,Io
2018,19-Jul,12,0.283841,36.890941,Stigmochelys pardalis,4170,Io
2018,19-Jul,16,0.284863,36.889923,Stigmochelys pardalis,4170,Io
2018,19-Jul,20,0.28492,36.889957,Stigmochelys pardalis,4170,Io
2018,19-Jul,23,0.284883,36.889987,Stigmochelys pardalis,4170,Io
2018,19-Jul,0,0.427981,36.840522,Stigmochelys pardalis,4173,Ollie
2018,19-Jul,4,0.427973,36.840511,Stigmochelys pardalis,4173,Ollie
2018,19-Jul,8,0.427973,36.840522,Stigmochelys pardalis,4173,Ollie
2018,19-Jul,12,0.427983,36.84053,Stigmochelys pardalis,4173,Ollie
2018,19-Jul,16,0.42797,36.840511,Stigmochelys pardalis,4173,Ollie
2018,19-Jul,20,0.427971,36.840541,Stigmochelys pardalis,4173,Ollie
2018,19-Jul,23,0.427985,36.840503,Stigmochelys pardalis,4173,Ollie
2018,20-Jul,0,0.387891,36.913192,Stigmochelys pardalis,41711,Charlie
2018,20-Jul,4,0.387889,36.913169,Stigmochelys pardalis,41711,Charlie
2018,20-Jul,8,0.387818,36.913131,Stigmochelys pardalis,41711,Charlie
2018,20-Jul,12,0.387666,36.913143,Stigmochelys pardalis,41711,Charlie
2018,20-Jul,16,0.388135,36.911979,Stigmochelys pardalis,41711,Charlie
2018,20-Jul,20,0.388091,36.912101,Stigmochelys pardalis,41711,Charlie
2018,20-Jul,23,0.388103,36.912075,Stigmochelys pardalis,41711,Charlie
2018,20-Jul,0,0.284873,36.889999,Stigmochelys pardalis,4170,Io
2018,20-Jul,4,0.284888,36.890113,Stigmochelys pardalis,4170,Io
2018,20-Jul,8,0.284878,36.889919,Stigmochelys pardalis,4170,Io
2018,20-Jul,12,0.284825,36.890026,Stigmochelys pardalis,4170,Io
2018,20-Jul,16,0.288896,36.889614,Stigmochelys pardalis,4170,Io
2018,20-Jul,20,0.288885,36.889663,Stigmochelys pardalis,4170,Io
2018,20-Jul,23,0.288913,36.889625,Stigmochelys pardalis,4170,Io
2018,20-Jul,0,0.42795,36.84048,Stigmochelys pardalis,4173,Ollie
2018,20-Jul,4,0.427991,36.840511,Stigmochelys pardalis,4173,Ollie
2018,20-Jul,8,0.42796,36.840492,Stigmochelys pardalis,4173,Ollie
2018,20-Jul,12,0.427961,36.840549,Stigmochelys pardalis,4173,Ollie
2018,20-Jul,16,0.427985,36.840522,Stigmochelys pardalis,4173,Ollie
2018,20-Jul,20,0.427985,36.840549,Stigmochelys pardalis,4173,Ollie
2018,20-Jul,23,0.427973,36.840499,Stigmochelys pardalis,4173,Ollie
2018,21-Jul,0,0.388098,36.912094,Stigmochelys pardalis,41711,Charlie
2018,21-Jul,4,0.38811,36.912094,Stigmochelys pardalis,41711,Charlie
2018,21-Jul,8,0.388098,36.912048,Stigmochelys pardalis,41711,Charlie
2018,21-Jul,12,0.387796,36.911312,Stigmochelys pardalis,41711,Charlie
2018,21-Jul,16,0.387668,36.910663,Stigmochelys pardalis,41711,Charlie
2018,21-Jul,20,0.387701,36.91069,Stigmochelys pardalis,41711,Charlie
2018,21-Jul,23,0.387638,36.910709,Stigmochelys pardalis,41711,Charlie
2018,21-Jul,0,0.288903,36.889663,Stigmochelys pardalis,4170,Io
2018,21-Jul,4,0.288866,36.889663,Stigmochelys pardalis,4170,Io
2018,21-Jul,8,0.288858,36.889633,Stigmochelys pardalis,4170,Io
2018,21-Jul,12,0.288883,36.889732,Stigmochelys pardalis,4170,Io
2018,21-Jul,16,0.288936,36.889637,Stigmochelys pardalis,4170,Io
2018,21-Jul,20,0.288931,36.889713,Stigmochelys pardalis,4170,Io
2018,21-Jul,23,0.288876,36.88969,Stigmochelys pardalis,4170,Io
2018,21-Jul,0,0.427978,36.84053,Stigmochelys pardalis,4173,Ollie
2018,21-Jul,4,0.427978,36.840522,Stigmochelys pardalis,4173,Ollie
2018,21-Jul,8,0.427851,36.840473,Stigmochelys pardalis,4173,Ollie
2018,21-Jul,12,0.427971,36.84053,Stigmochelys pardalis,4173,Ollie
2018,21-Jul,16,0.427948,36.840499,Stigmochelys pardalis,4173,Ollie
2018,21-Jul,20,0.428006,36.840549,Stigmochelys pardalis,4173,Ollie
2018,21-Jul,23,0.427975,36.840511,Stigmochelys pardalis,4173,Ollie
2018,22-Jul,0,0.387644,36.910751,Stigmochelys pardalis,41711,Charlie
2018,22-Jul,4,0.387644,36.910732,Stigmochelys pardalis,41711,Charlie
2018,22-Jul,8,0.387635,36.910732,Stigmochelys pardalis,41711,Charlie
2018,22-Jul,12,0.387398,36.910606,Stigmochelys pardalis,41711,Charlie
2018,22-Jul,16,0.387213,36.909595,Stigmochelys pardalis,41711,Charlie
2018,22-Jul,20,0.387258,36.909614,Stigmochelys pardalis,41711,Charlie
2018,22-Jul,23,0.387231,36.909595,Stigmochelys pardalis,41711,Charlie
2018,22-Jul,0,0.288911,36.889709,Stigmochelys pardalis,4170,Io
2018,22-Jul,4,0.288911,36.88969,Stigmochelys pardalis,4170,Io
2018,22-Jul,8,0.28889,36.889644,Stigmochelys pardalis,4170,Io
2018,22-Jul,12,0.289115,36.88993,Stigmochelys pardalis,4170,Io
2018,22-Jul,16,0.288295,36.892131,Stigmochelys pardalis,4170,Io
2018,22-Jul,20,0.288308,36.892181,Stigmochelys pardalis,4170,Io
2018,22-Jul,23,0.288268,36.892169,Stigmochelys pardalis,4170,Io
2018,22-Jul,0,0.427981,36.840557,Stigmochelys pardalis,4173,Ollie
2018,22-Jul,4,0.427978,36.840522,Stigmochelys pardalis,4173,Ollie
2018,22-Jul,8,0.427956,36.840499,Stigmochelys pardalis,4173,Ollie
2018,22-Jul,12,0.427966,36.840522,Stigmochelys pardalis,4173,Ollie
2018,22-Jul,16,0.427961,36.840511,Stigmochelys pardalis,4173,Ollie
2018,22-Jul,20,0.427955,36.840503,Stigmochelys pardalis,4173,Ollie
2018,22-Jul,23,0.427978,36.840549,Stigmochelys pardalis,4173,Ollie
2018,23-Jul,0,0.387218,36.909633,Stigmochelys pardalis,41711,Charlie
2018,23-Jul,4,0.387233,36.909641,Stigmochelys pardalis,41711,Charlie
2018,23-Jul,8,0.387175,36.909603,Stigmochelys pardalis,41711,Charlie
2018,23-Jul,12,0.387171,36.90953,Stigmochelys pardalis,41711,Charlie
2018,23-Jul,16,0.389404,36.909072,Stigmochelys pardalis,41711,Charlie
2018,23-Jul,20,0.389446,36.909099,Stigmochelys pardalis,41711,Charlie
2018,23-Jul,23,0.389418,36.909042,Stigmochelys pardalis,41711,Charlie
2018,23-Jul,0,0.288301,36.892131,Stigmochelys pardalis,4170,Io
2018,23-Jul,4,0.288278,36.892124,Stigmochelys pardalis,4170,Io
2018,23-Jul,8,0.288313,36.892162,Stigmochelys pardalis,4170,Io
2018,23-Jul,12,0.28827,36.892169,Stigmochelys pardalis,4170,Io
2018,23-Jul,16,0.288295,36.892135,Stigmochelys pardalis,4170,Io
2018,23-Jul,20,0.288321,36.892131,Stigmochelys pardalis,4170,Io
2018,23-Jul,23,0.28828,36.892169,Stigmochelys pardalis,4170,Io
2018,23-Jul,0,0.427973,36.840518,Stigmochelys pardalis,4173,Ollie
2018,23-Jul,4,0.42797,36.840465,Stigmochelys pardalis,4173,Ollie
2018,23-Jul,8,0.427961,36.840522,Stigmochelys pardalis,4173,Ollie
2018,23-Jul,12,0.427983,36.840518,Stigmochelys pardalis,4173,Ollie
2018,23-Jul,16,0.427998,36.840492,Stigmochelys pardalis,4173,Ollie
2018,23-Jul,20,0.427985,36.840499,Stigmochelys pardalis,4173,Ollie
2018,23-Jul,23,0.42795,36.840576,Stigmochelys pardalis,4173,Ollie
2018,24-Jul,0,0.38939,36.909091,Stigmochelys pardalis,41711,Charlie
2018,24-Jul,4,0.3894,36.909099,Stigmochelys pardalis,41711,Charlie
2018,24-Jul,8,0.389436,36.909072,Stigmochelys pardalis,41711,Charlie
2018,24-Jul,12,0.389385,36.909061,Stigmochelys pardalis,41711,Charlie
2018,24-Jul,16,0.389381,36.909099,Stigmochelys pardalis,41711,Charlie
2018,24-Jul,20,0.389441,36.909099,Stigmochelys pardalis,41711,Charlie
2018,24-Jul,23,0.389421,36.909061,Stigmochelys pardalis,41711,Charlie
2018,24-Jul,0,0.288286,36.892162,Stigmochelys pardalis,4170,Io
2018,24-Jul,4,0.28828,36.892131,Stigmochelys pardalis,4170,Io
2018,24-Jul,8,0.28827,36.892162,Stigmochelys pardalis,4170,Io
2018,24-Jul,12,0.288324,36.89215,Stigmochelys pardalis,4170,Io
2018,24-Jul,16,0.288251,36.892135,Stigmochelys pardalis,4170,Io
2018,24-Jul,20,0.28832,36.892112,Stigmochelys pardalis,4170,Io
2018,24-Jul,23,0.28831,36.892169,Stigmochelys pardalis,4170,Io
2018,24-Jul,0,0.427985,36.840549,Stigmochelys pardalis,4173,Ollie
2018,24-Jul,4,0.427975,36.84053,Stigmochelys pardalis,4173,Ollie
2018,24-Jul,8,0.427983,36.84053,Stigmochelys pardalis,4173,Ollie
2018,24-Jul,12,0.427966,36.840503,Stigmochelys pardalis,4173,Ollie
2018,24-Jul,16,0.428029,36.840492,Stigmochelys pardalis,4173,Ollie
2018,24-Jul,20,0.428021,36.840473,Stigmochelys pardalis,4173,Ollie
2018,24-Jul,23,0.428023,36.840492,Stigmochelys pardalis,4173,Ollie
2018,25-Jul,0,0.389403,36.909091,Stigmochelys pardalis,41711,Charlie
2018,25-Jul,4,0.389391,36.909072,Stigmochelys pardalis,41711,Charlie
2018,25-Jul,8,0.389404,36.909099,Stigmochelys pardalis,41711,Charlie
2018,25-Jul,12,0.389426,36.90908,Stigmochelys pardalis,41711,Charlie
2018,25-Jul,16,0.389428,36.908782,Stigmochelys pardalis,41711,Charlie
2018,25-Jul,20,0.389413,36.908802,Stigmochelys pardalis,41711,Charlie
2018,25-Jul,23,0.389418,36.908813,Stigmochelys pardalis,41711,Charlie
2018,25-Jul,0,0.288288,36.892162,Stigmochelys pardalis,4170,Io
2018,25-Jul,4,0.288286,36.892162,Stigmochelys pardalis,4170,Io
2018,25-Jul,8,0.288256,36.892169,Stigmochelys pardalis,4170,Io
2018,25-Jul,12,0.288271,36.89215,Stigmochelys pardalis,4170,Io
2018,25-Jul,16,0.288243,36.89215,Stigmochelys pardalis,4170,Io
2018,25-Jul,20,0.288265,36.892131,Stigmochelys pardalis,4170,Io
2018,25-Jul,23,0.28824,36.892124,Stigmochelys pardalis,4170,Io
2018,25-Jul,0,0.428018,36.840473,Stigmochelys pardalis,4173,Ollie
2018,25-Jul,4,0.428038,36.840461,Stigmochelys pardalis,4173,Ollie
2018,25-Jul,8,0.428006,36.840465,Stigmochelys pardalis,4173,Ollie
2018,25-Jul,12,0.428015,36.840408,Stigmochelys pardalis,4173,Ollie
2018,25-Jul,16,0.428015,36.840446,Stigmochelys pardalis,4173,Ollie
2018,25-Jul,20,0.428026,36.840446,Stigmochelys pardalis,4173,Ollie
2018,25-Jul,23,0.428031,36.840435,Stigmochelys pardalis,4173,Ollie
2018,26-Jul,0,0.389398,36.908802,Stigmochelys pardalis,41711,Charlie
2018,26-Jul,4,0.38944,36.908786,Stigmochelys pardalis,41711,Charlie
2018,26-Jul,8,0.38943,36.908794,Stigmochelys pardalis,41711,Charlie
2018,26-Jul,12,0.389403,36.908802,Stigmochelys pardalis,41711,Charlie
2018,26-Jul,16,0.389415,36.908813,Stigmochelys pardalis,41711,Charlie
2018,26-Jul,20,0.389416,36.908794,Stigmochelys pardalis,41711,Charlie
2018,26-Jul,23,0.389416,36.908824,Stigmochelys pardalis,41711,Charlie
2018,26-Jul,0,0.288286,36.892173,Stigmochelys pardalis,4170,Io
2018,26-Jul,4,0.288209,36.89215,Stigmochelys pardalis,4170,Io
2018,26-Jul,8,0.288273,36.892124,Stigmochelys pardalis,4170,Io
2018,26-Jul,12,0.288246,36.892131,Stigmochelys pardalis,4170,Io
2018,26-Jul,16,0.288238,36.89215,Stigmochelys pardalis,4170,Io
2018,26-Jul,20,0.288275,36.892135,Stigmochelys pardalis,4170,Io
2018,26-Jul,23,0.288236,36.892097,Stigmochelys pardalis,4170,Io
2018,26-Jul,0,0.428051,36.840473,Stigmochelys pardalis,4173,Ollie
2018,26-Jul,4,0.428028,36.840423,Stigmochelys pardalis,4173,Ollie
2018,26-Jul,8,0.428038,36.840465,Stigmochelys pardalis,4173,Ollie
2018,26-Jul,12,0.428035,36.840435,Stigmochelys pardalis,4173,Ollie
2018,26-Jul,16,0.428021,36.840465,Stigmochelys pardalis,4173,Ollie
2018,26-Jul,20,0.428005,36.840503,Stigmochelys pardalis,4173,Ollie
2018,26-Jul,23,0.428036,36.840415,Stigmochelys pardalis,4173,Ollie
2018,27-Jul,0,0.389423,36.908805,Stigmochelys pardalis,41711,Charlie
2018,27-Jul,4,0.389418,36.908794,Stigmochelys pardalis,41711,Charlie
2018,27-Jul,8,0.38944,36.908802,Stigmochelys pardalis,41711,Charlie
2018,27-Jul,12,0.389415,36.908802,Stigmochelys pardalis,41711,Charlie
2018,27-Jul,16,0.389968,36.908603,Stigmochelys pardalis,41711,Charlie
2018,27-Jul,20,0.389998,36.908576,Stigmochelys pardalis,41711,Charlie
2018,27-Jul,23,0.390005,36.908603,Stigmochelys pardalis,41711,Charlie
2018,27-Jul,0,0.2883,36.892169,Stigmochelys pardalis,4170,Io
2018,27-Jul,4,0.288261,36.892105,Stigmochelys pardalis,4170,Io
2018,27-Jul,8,0.288276,36.892135,Stigmochelys pardalis,4170,Io
2018,27-Jul,12,0.288265,36.89215,Stigmochelys pardalis,4170,Io
2018,27-Jul,16,0.288243,36.892105,Stigmochelys pardalis,4170,Io
2018,27-Jul,20,0.288261,36.8922,Stigmochelys pardalis,4170,Io
2018,27-Jul,23,0.288265,36.89215,Stigmochelys pardalis,4170,Io
2018,27-Jul,0,0.428048,36.840435,Stigmochelys pardalis,4173,Ollie
2018,27-Jul,4,0.428044,36.840423,Stigmochelys pardalis,4173,Ollie
2018,27-Jul,8,0.428035,36.840465,Stigmochelys pardalis,4173,Ollie
2018,27-Jul,12,0.428066,36.840442,Stigmochelys pardalis,4173,Ollie
2018,27-Jul,16,0.428018,36.840442,Stigmochelys pardalis,4173,Ollie
2018,27-Jul,20,0.428033,36.840461,Stigmochelys pardalis,4173,Ollie
2018,27-Jul,23,0.428038,36.840473,Stigmochelys pardalis,4173,Ollie
2018,28-Jul,0,0.390008,36.908634,Stigmochelys pardalis,41711,Charlie
2018,28-Jul,4,0.389993,36.908573,Stigmochelys pardalis,41711,Charlie
2018,28-Jul,8,0.390025,36.908576,Stigmochelys pardalis,41711,Charlie
2018,28-Jul,12,0.390015,36.908584,Stigmochelys pardalis,41711,Charlie
2018,28-Jul,16,0.389951,36.908596,Stigmochelys pardalis,41711,Charlie
2018,28-Jul,20,0.389991,36.908592,Stigmochelys pardalis,41711,Charlie
2018,28-Jul,23,0.390026,36.908615,Stigmochelys pardalis,41711,Charlie
2018,28-Jul,0,0.288288,36.892169,Stigmochelys pardalis,4170,Io
2018,28-Jul,4,0.288271,36.892074,Stigmochelys pardalis,4170,Io
2018,28-Jul,8,0.288265,36.892169,Stigmochelys pardalis,4170,Io
2018,28-Jul,12,0.288251,36.892154,Stigmochelys pardalis,4170,Io
2018,28-Jul,16,0.288248,36.89215,Stigmochelys pardalis,4170,Io
2018,28-Jul,20,0.288265,36.892086,Stigmochelys pardalis,4170,Io
2018,28-Jul,23,0.28825,36.892162,Stigmochelys pardalis,4170,Io
2018,28-Jul,0,0.42811,36.840454,Stigmochelys pardalis,4173,Ollie
2018,28-Jul,4,0.428053,36.840396,Stigmochelys pardalis,4173,Ollie
2018,28-Jul,8,0.428053,36.840465,Stigmochelys pardalis,4173,Ollie
2018,28-Jul,12,0.428044,36.840454,Stigmochelys pardalis,4173,Ollie
2018,28-Jul,16,0.428001,36.840427,Stigmochelys pardalis,4173,Ollie
2018,28-Jul,20,0.428011,36.840465,Stigmochelys pardalis,4173,Ollie
2018,28-Jul,23,0.428028,36.840465,Stigmochelys pardalis,4173,Ollie
2018,29-Jul,0,0.389988,36.908596,Stigmochelys pardalis,41711,Charlie
2018,29-Jul,4,0.390005,36.908592,Stigmochelys pardalis,41711,Charlie
2018,29-Jul,8,0.390019,36.908596,Stigmochelys pardalis,41711,Charlie
2018,29-Jul,12,0.390535,36.908535,Stigmochelys pardalis,41711,Charlie
2018,29-Jul,16,0.390474,36.908519,Stigmochelys pardalis,41711,Charlie
2018,29-Jul,20,0.390516,36.908573,Stigmochelys pardalis,41711,Charlie
2018,29-Jul,23,0.390498,36.908603,Stigmochelys pardalis,41711,Charlie
2018,29-Jul,0,0.288311,36.892162,Stigmochelys pardalis,4170,Io
2018,29-Jul,4,0.288251,36.892105,Stigmochelys pardalis,4170,Io
2018,29-Jul,8,0.288236,36.892124,Stigmochelys pardalis,4170,Io
2018,29-Jul,12,0.28924,36.891502,Stigmochelys pardalis,4170,Io
2018,29-Jul,16,0.289358,36.891647,Stigmochelys pardalis,4170,Io
2018,29-Jul,20,0.289356,36.891601,Stigmochelys pardalis,4170,Io
2018,29-Jul,23,0.289346,36.891647,Stigmochelys pardalis,4170,Io
2018,29-Jul,0,0.428016,36.840461,Stigmochelys pardalis,4173,Ollie
2018,29-Jul,4,0.428018,36.840522,Stigmochelys pardalis,4173,Ollie
2018,29-Jul,8,0.427953,36.840454,Stigmochelys pardalis,4173,Ollie
2018,29-Jul,12,0.429311,36.840847,Stigmochelys pardalis,4173,Ollie
2018,29-Jul,16,0.431893,36.84402,Stigmochelys pardalis,4173,Ollie
2018,29-Jul,20,0.431944,36.844028,Stigmochelys pardalis,4173,Ollie
2018,29-Jul,23,0.431944,36.844066,Stigmochelys pardalis,4173,Ollie
2018,30-Jul,0,0.390508,36.908573,Stigmochelys pardalis,41711,Charlie
2018,30-Jul,4,0.390548,36.908565,Stigmochelys pardalis,41711,Charlie
2018,30-Jul,8,0.390536,36.908554,Stigmochelys pardalis,41711,Charlie
2018,30-Jul,12,0.390478,36.908584,Stigmochelys pardalis,41711,Charlie
2018,30-Jul,16,0.39049,36.908538,Stigmochelys pardalis,41711,Charlie
2018,30-Jul,20,0.390521,36.908592,Stigmochelys pardalis,41711,Charlie
2018,30-Jul,23,0.390485,36.908592,Stigmochelys pardalis,41711,Charlie
2018,30-Jul,0,0.289338,36.891628,Stigmochelys pardalis,4170,Io
2018,30-Jul,4,0.28936,36.891666,Stigmochelys pardalis,4170,Io
2018,30-Jul,8,0.289334,36.891597,Stigmochelys pardalis,4170,Io
2018,30-Jul,12,0.28908,36.891101,Stigmochelys pardalis,4170,Io
2018,30-Jul,16,0.289038,36.891132,Stigmochelys pardalis,4170,Io
2018,30-Jul,20,0.28908,36.891132,Stigmochelys pardalis,4170,Io
2018,30-Jul,23,0.289076,36.891132,Stigmochelys pardalis,4170,Io
2018,30-Jul,0,0.431948,36.844078,Stigmochelys pardalis,4173,Ollie
2018,30-Jul,4,0.431921,36.844039,Stigmochelys pardalis,4173,Ollie
2018,30-Jul,8,0.431908,36.844047,Stigmochelys pardalis,4173,Ollie
2018,30-Jul,12,0.431929,36.844013,Stigmochelys pardalis,4173,Ollie
2018,30-Jul,16,0.431913,36.844013,Stigmochelys pardalis,4173,Ollie
2018,30-Jul,20,0.43195,36.84402,Stigmochelys pardalis,4173,Ollie
2018,30-Jul,23,0.431941,36.844032,Stigmochelys pardalis,4173,Ollie
2018,31-Jul,0,0.390511,36.908573,Stigmochelys pardalis,41711,Charlie
2018,31-Jul,4,0.390568,36.908489,Stigmochelys pardalis,41711,Charlie
2018,31-Jul,8,0.390483,36.908546,Stigmochelys pardalis,41711,Charlie
2018,31-Jul,12,0.390493,36.908603,Stigmochelys pardalis,41711,Charlie
2018,31-Jul,16,0.390511,36.908557,Stigmochelys pardalis,41711,Charlie
2018,31-Jul,20,0.390524,36.908535,Stigmochelys pardalis,41711,Charlie
2018,31-Jul,23,0.39051,36.908584,Stigmochelys pardalis,41711,Charlie
2018,31-Jul,0,0.289106,36.891132,Stigmochelys pardalis,4170,Io
2018,31-Jul,4,0.289071,36.891101,Stigmochelys pardalis,4170,Io
2018,31-Jul,8,0.289063,36.891113,Stigmochelys pardalis,4170,Io
2018,31-Jul,12,0.289036,36.891124,Stigmochelys pardalis,4170,Io
2018,31-Jul,16,0.288858,36.889644,Stigmochelys pardalis,4170,Io
2018,31-Jul,20,0.288886,36.889675,Stigmochelys pardalis,4170,Io
2018,31-Jul,23,0.288878,36.889656,Stigmochelys pardalis,4170,Io
2018,31-Jul,0,0.431958,36.844047,Stigmochelys pardalis,4173,Ollie
2018,31-Jul,4,0.431926,36.844032,Stigmochelys pardalis,4173,Ollie
2018,31-Jul,8,0.43194,36.844009,Stigmochelys pardalis,4173,Ollie
2018,31-Jul,12,0.43191,36.844001,Stigmochelys pardalis,4173,Ollie
2018,31-Jul,16,0.431904,36.844009,Stigmochelys pardalis,4173,Ollie
2018,31-Jul,20,0.43195,36.844047,Stigmochelys pardalis,4173,Ollie
2018,31-Jul,23,0.43195,36.844039,Stigmochelys pardalis,4173,Ollie
2018,1-Aug,0,0.39053,36.908576,Stigmochelys pardalis,41711,Charlie
2018,1-Aug,4,0.390511,36.908592,Stigmochelys pardalis,41711,Charlie
2018,1-Aug,8,0.390511,36.908565,Stigmochelys pardalis,41711,Charlie
2018,1-Aug,12,0.39051,36.908634,Stigmochelys pardalis,41711,Charlie
2018,1-Aug,16,0.390483,36.908535,Stigmochelys pardalis,41711,Charlie
2018,1-Aug,20,0.390524,36.908592,Stigmochelys pardalis,41711,Charlie
