event-id,Year,Day ,Hours,timestamp ,location-long,location-lat,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name,utm-easting,utm-northing,utm-zone,study-timezone,study-local-timestamp,,,,,,,,,,,,
,19,51,8,19518,0.378368,36.898139,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,51,12,195112,0.378303,36.898105,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,51,16,195116,0.378341,36.898067,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,51,20,195120,0.378298,36.898075,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,51,23,195123,0.378266,36.897998,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,52,0,19520,0.378323,36.898063,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,52,4,19524,0.378273,36.898056,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,52,8,19528,0.378373,36.898124,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,52,12,195212,0.378316,36.898113,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,52,16,195216,0.378318,36.898025,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,52,20,195220,0.378286,36.898101,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,52,23,195223,0.378305,36.898029,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,53,0,19530,0.378323,36.898067,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,53,4,19534,0.378308,36.898139,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,53,8,19538,0.378300,36.898105,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,53,12,195312,0.378333,36.898265,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,53,16,195316,0.378276,36.898025,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,53,20,195320,0.378291,36.898113,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,53,23,195323,0.378316,36.898067,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,54,0,19540,0.378331,36.898075,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,54,4,19544,0.378291,36.898082,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,54,8,19548,0.378305,36.898101,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,54,12,195412,0.378301,36.898208,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,54,16,195416,0.378310,36.898017,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,54,20,195420,0.378276,36.898105,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,54,23,195423,0.378321,36.898056,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,55,0,19550,0.378330,36.898067,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,55,4,19554,0.378298,36.898132,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,55,8,19558,0.378305,36.898082,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,55,12,195512,0.378283,36.898124,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,55,16,195516,0.378291,36.898025,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,55,20,195520,0.378273,36.898063,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,55,23,195523,0.378298,36.898006,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,56,0,19560,0.378320,36.898067,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,56,4,19564,0.378311,36.898094,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,56,8,19568,0.378296,36.898082,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,56,12,195612,0.378274,36.898101,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,56,16,195616,0.378306,36.898036,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,56,20,195620,0.378288,36.898063,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,56,23,195623,0.378278,36.897998,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,57,0,19570,0.378321,36.898063,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,57,4,19574,0.378291,36.898082,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,57,8,19578,0.378315,36.898075,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,57,12,195712,0.378270,36.898063,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,57,16,195716,0.378301,36.898025,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,57,20,195720,0.378300,36.898082,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,57,23,195723,0.378263,36.897998,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,58,0,19580,0.378301,36.898067,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,58,4,19584,0.378300,36.898075,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,58,8,19588,0.378338,36.898082,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,58,12,195812,0.378265,36.898075,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,58,16,195816,0.378295,36.898067,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,58,20,195820,0.378281,36.898105,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,58,23,195823,0.378300,36.898067,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,59,0,19590,0.378325,36.898075,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,59,4,19594,0.378295,36.898075,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,59,8,19598,0.378328,36.898082,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,59,12,195912,0.378263,36.898101,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,59,16,195916,0.378295,36.898036,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,59,20,195920,0.378283,36.898082,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,59,23,195923,0.378316,36.898056,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,60,0,19600,0.378306,36.898075,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,60,4,19604,0.378280,36.898094,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,60,8,19608,0.378338,36.898094,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,60,12,196012,0.378254,36.898029,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,60,16,196016,0.378281,36.898048,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,60,20,196020,0.378323,36.898101,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,60,23,196023,0.378301,36.898063,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,61,0,19610,0.378313,36.898075,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,61,4,19614,0.378288,36.898075,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,61,8,19618,0.378325,36.898063,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,61,12,196112,0.378281,36.898063,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,61,16,196116,0.378280,36.898036,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,61,20,196120,0.378331,36.898113,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,61,23,196123,0.378300,36.898067,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,62,0,19620,0.378288,36.898075,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,62,4,19624,0.378291,36.898082,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,62,8,19628,0.378355,36.898067,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,62,12,196212,0.378274,36.898063,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,62,16,196216,0.378288,36.898025,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,62,20,196220,0.378325,36.898113,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,62,23,196223,0.378305,36.898067,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,63,0,19630,0.378305,36.898036,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,63,4,19634,0.378291,36.898086,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,63,8,19638,0.378306,36.898086,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,63,12,196312,0.378283,36.898056,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,63,16,196316,0.378278,36.898029,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,63,20,196320,0.378343,36.898178,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,63,23,196323,0.378311,36.897991,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,64,0,19640,0.378300,36.898063,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,64,4,19644,0.378306,36.898082,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,64,8,19648,0.378311,36.898067,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,64,12,196412,0.378291,36.898048,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,64,16,196416,0.378263,36.898025,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,64,20,196420,0.378331,36.898143,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,64,23,196423,0.378325,36.897895,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,65,0,19650,0.378288,36.898048,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,65,4,19654,0.378281,36.898101,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,65,8,19658,0.378316,36.898067,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,65,12,196512,0.378296,36.898063,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,65,16,196516,0.378288,36.897998,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,65,20,196520,0.378316,36.898113,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,65,23,196523,0.378323,36.898067,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,66,0,19660,0.378301,36.898101,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,66,4,19664,0.378291,36.898075,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,66,8,19668,0.378285,36.898094,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,66,12,196612,0.378285,36.898048,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,66,16,196616,0.378283,36.897968,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,66,20,196620,0.378318,36.898124,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,66,23,196623,0.378311,36.898029,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,67,0,19670,0.378301,36.898063,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,67,4,19674,0.378261,36.898143,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,67,8,19678,0.378306,36.898063,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,67,12,196712,0.378296,36.898067,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,67,16,196716,0.378295,36.898048,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,67,20,196720,0.378328,36.898094,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,67,23,196723,0.378283,36.898101,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,68,0,19680,0.378300,36.898063,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,68,4,19684,0.378306,36.898063,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,68,8,19688,0.378311,36.898067,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,68,12,196812,0.378276,36.898029,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,68,16,196816,0.378315,36.898048,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,68,20,196820,0.378316,36.898067,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,68,23,196823,0.378320,36.898075,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,69,0,19690,0.378303,36.898067,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,69,4,19694,0.378300,36.898082,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,69,8,19698,0.378315,36.898082,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,69,12,196912,0.378268,36.898029,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,69,16,196916,0.378293,36.898056,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,69,20,196920,0.378323,36.898048,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,69,23,196923,0.378306,36.898067,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,70,0,19700,0.378311,36.898067,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,70,4,19704,0.378301,36.898082,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,70,8,19708,0.378323,36.898143,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,70,12,197012,0.378295,36.898067,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,70,16,197016,0.378295,36.898029,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,70,20,197020,0.378313,36.898056,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,70,23,197023,0.378306,36.898048,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,71,0,19710,0.378283,36.898063,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,71,4,19714,0.378290,36.898094,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,71,8,19718,0.378291,36.898132,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,71,12,197112,0.378296,36.898151,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,71,16,197116,0.378283,36.898006,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,71,20,197120,0.378316,36.898036,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,71,23,197123,0.378306,36.898075,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,72,0,19720,0.378285,36.898067,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,72,4,19724,0.378301,36.898075,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,72,8,19728,0.378336,36.898113,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,72,12,197212,0.378276,36.898082,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,72,16,197216,0.378263,36.898010,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,72,20,197220,0.378303,36.898067,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,72,23,197223,0.378320,36.898067,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,73,0,19730,0.378293,36.898067,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,73,4,19734,0.378288,36.898094,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,73,8,19738,0.378353,36.898094,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,73,12,197312,0.378293,36.898105,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,73,16,197316,0.378260,36.898017,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,73,20,197320,0.378300,36.898094,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,73,23,197323,0.378321,36.898036,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,74,0,19740,0.378281,36.898067,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,74,4,19744,0.378293,36.898101,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,74,8,19748,0.378343,36.898120,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,74,12,197412,0.378301,36.898143,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,74,16,197416,0.378274,36.898067,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,74,20,197420,0.378273,36.898036,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,74,23,197423,0.378328,36.898017,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,75,0,19750,0.378300,36.898082,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,75,4,19754,0.378305,36.898113,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,75,8,19758,0.378346,36.898086,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,75,12,197512,0.378296,36.898082,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,75,16,197516,0.378270,36.898101,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,75,20,197520,0.378296,36.898067,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,75,23,197523,0.378295,36.898063,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,76,0,19760,0.378268,36.898075,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,76,4,19764,0.378318,36.898082,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,76,8,19768,0.378310,36.898105,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,76,12,197612,0.378293,36.898036,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,76,16,197616,0.378253,36.898094,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,76,20,197620,0.378283,36.898048,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,76,23,197623,0.378303,36.898048,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,77,0,19770,0.378266,36.898063,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,77,4,19774,0.378315,36.898132,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,77,8,19778,0.378295,36.898159,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,77,12,197712,0.378271,36.898063,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,77,16,197716,0.378254,36.898101,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,77,20,197720,0.378288,36.898048,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,77,23,197723,0.378323,36.898094,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,78,0,19780,0.378236,36.898048,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,78,4,19784,0.378305,36.898094,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,78,8,19788,0.378308,36.898178,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,78,12,197812,0.378278,36.898029,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,78,16,197816,0.378295,36.898101,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,78,20,197820,0.378306,36.898036,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,78,23,197823,0.378295,36.898063,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,79,0,19790,0.378271,36.898063,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,79,4,19794,0.378296,36.898082,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,79,8,19798,0.378298,36.898162,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,19,79,12,197912,0.378283,36.898063,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
